State,Sector,Gender,Indicator,Main reason for Migration,Value
All India,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,2
All India,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,8.8
All India,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,10.2
All India,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,9.3
All India,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,4.6
All India,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,6.5
All India,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,5.3
Andaman & Nicobar Islands,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,1.3
Andaman & Nicobar Islands,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,0.8
Andaman & Nicobar Islands,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,1
Andaman & Nicobar Islands,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,6.2
Andaman & Nicobar Islands,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,2.5
Andaman & Nicobar Islands,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,4.3
Andaman & Nicobar Islands,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,3.5
Andaman & Nicobar Islands,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,1.5
Andaman & Nicobar Islands,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,2.4
Andaman & Nicobar Islands,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,3
Andaman & Nicobar Islands,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,-
Andaman & Nicobar Islands,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,1.7
Andaman & Nicobar Islands,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,17.7
Andaman & Nicobar Islands,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,-
Andaman & Nicobar Islands,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,12.3
Andaman & Nicobar Islands,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,14.6
Andaman & Nicobar Islands,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,-
Andaman & Nicobar Islands,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,9.8
Andaman & Nicobar Islands,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,-
Andaman & Nicobar Islands,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,-
Andaman & Nicobar Islands,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,-
Andaman & Nicobar Islands,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,0.6
